x1,x2,classe
19.551556107531713,9.252526687846856,2
9.517202217243558,2.82624592245062,1
6.319559561588867,0.0172217510607231,1
18.332176531881032,10.662561919749502,2
19.626919528180423,9.561152066376781,2
8.575090778200222,1.5729531310436864,1
8.721364953908411,-1.7454008845457416,1
20.188660386124017,9.815715192928373,2
20.74957663944049,7.387803581876797,2
8.319160777368417,0.5588372318336345,1
18.451854022181365,11.556822085267852,2
8.443229530368704,1.9542275741185524,1
19.967845478651,9.155284620034228,2
7.513436752681298,2.638573486280863,1
20.084846208666118,10.32503563284927,2
9.728825844535056,3.439195124013125,1
7.254842467169964,2.3967774287047776,1
19.936397765853695,9.66840557455083,2
19.145676168911283,10.122850855466186,2
7.234923777963677,4.427287554291363,1
8.39154953354936,1.4693005057991702,1
8.859467080376692,1.197189337398153,1
20.939465042704146,9.542118078854921,2
19.84154410385039,9.322375574020104,2
7.967294548549694,2.918915699090004,1
6.92752695728229,1.8965033392374648,1
19.483950805540772,10.261689280572401,2
19.351464837749464,8.446104917893152,2
20.046781939830925,8.330816039153444,2
8.50327730105913,0.946278361394588,1
10.583442108592314,3.1447492286345766,1
19.877820838335456,11.579589015661147,2
20.678414112834133,11.13790022012165,2
20.530937165517336,9.307245584341105,2
8.964330353889878,-0.12142762007814012,1
19.698302369229324,11.073085054888764,2
19.834801022942393,9.645138507626351,2
4.747236819137177,2.4326231441241,1
9.703285679099027,3.493232517195886,1
21.282802202387106,9.698731771732476,2
9.501839143565595,0.5079108727818458,1
19.307681438004856,10.26195263281304,2
19.868790551268155,9.953384716198515,2
6.1712508192660485,3.4813903157735355,1
21.461274456079003,8.613004163573873,2
18.601381464858893,9.629762214020895,2
7.269455439328357,5.692517399711921,1
20.399671086013015,8.965947932396887,2
20.342394570524934,10.391390098298558,2
7.66556729046543,5.169274567302335,1
22.95517950577262,9.284490722456521,2
22.107093859074947,9.915379776932856,2
8.098872424561431,-2.183223061611163,1
20.306334057978013,10.058442845308154,2
20.40298742460785,10.658001312485693,2
6.79358187717694,2.8116144613059664,1
7.732059509113861,0.8957221293934567,1
20.25202149424272,13.120427031874957,2
21.87111834272138,10.28606470019144,2
10.568706666726769,0.3437108413966956,1
8.21991211804266,2.773831088313033,1
19.014988498191585,10.101717405482502,2
20.571098446424227,9.566545739258633,2
8.00610082071425,1.3667721964059658,1
9.603019858242689,5.592978876516376,1
19.699463854607764,10.964148278347304,2
10.14992325832832,-1.5653664954169977,1
7.36979113551776,2.1448226294687864,1
20.374428067412037,10.655322447579868,2
19.2151181688455,9.788952392558203,2
8.049529434147034,1.0881247836864019,1
9.036265100158385,1.801657790427722,1
7.104623155816091,0.1741926304710666,1
18.167471189196913,10.436573105655658,2
7.344379499223844,1.3667130422217753,1
19.21203594742482,8.907958388561616,2
21.42703941435991,10.140677090107712,2
9.381375762526025,1.1992975078040322,1
20.323297572119152,9.204248291700015,2
20.67493668484519,9.635394930586106,2
6.959608843228807,-1.2962642169028022,1
8.286242626655993,3.8523424548029492,1
8.600528330523488,5.544428224971042,1
9.088665295285615,-0.4245455683355428,1
7.113857706024576,1.7265435277808154,1
6.490185338922193,3.585106747729685,1
21.472188990457123,9.995409127178212,2
21.261743172960625,9.304844841867743,2
7.251356661521658,4.495657988235449,1
6.841633686983526,2.749567002763182,1
18.911310041771568,9.36675636535584,2
20.065946361349102,8.647619522478692,2
9.35748653980476,-0.01940103768014323,1
7.769401981899993,-1.993020862418048,1
19.727799758879403,10.867551538479551,2
8.29935680146512,2.397185820271002,1
21.80727320309915,11.390667555162844,2
19.275517351202758,9.01026835517786,2
19.965538697806625,10.030784774544003,2
18.776943994209745,9.985230833378626,2
19.761683016909547,12.644971879229045,2
20.2202811300427,10.822244895913391,2
7.558952211346643,-0.33112286428738447,1
21.762094272776547,9.923442212304245,2
8.389839460580005,3.3050003625640425,1
7.779809839661461,1.283754936294061,1
7.029580821094566,1.9065501689153306,1
17.23221275389969,8.991405025879299,2
8.847089451152089,-2.6171158513526986,1
20.783517338111295,10.626568256531058,2
21.44892968680994,9.876582361709895,2
6.019748427810062,3.143684738403402,1
8.09443889354889,1.433183575588761,1
21.290865924107592,9.591737958015102,2
6.1965198881734995,5.344923391216829,1
6.877152102069976,1.501614158283792,1
8.319918131778735,1.1103649961127209,1
8.591006059877854,-0.6991849522647611,1
10.24340702158295,1.2671089297121587,1
8.222338693817836,1.9008163702634202,1
8.686284397187938,1.635956375455804,1
20.026219758580396,11.33244737191705,2
7.7887990186336085,1.1094770339396662,1
20.18557088663023,9.043653595256599,2
8.427210630049302,1.4220159378845554,1
21.099858162168424,9.512073762199531,2
7.222576611300096,0.6755005713520708,1
20.191805047318304,9.942266506316294,2
20.598414681080758,11.637891867251335,2
18.9014277720031,10.27509035710757,2
19.36259333176144,9.401230420999289,2
7.407536308244834,1.7072697476973457,1
8.095354679189796,3.610703471935145,1
20.55756697661114,10.111296003730448,2
7.521666579385984,5.721184266455647,1
